clean_name,target_account_name
GURU PAYMENT,Marketplace Earnings (Upwork/Fiverr)
WORKNHIRE,Marketplace Earnings (Upwork/Fiverr)
PEOPLE PER HOUR,Marketplace Earnings (Upwork/Fiverr)
NAUKRI FREELANCE,Marketplace Earnings (Upwork/Fiverr)
UPWORK INWARD,Marketplace Earnings (Upwork/Fiverr)
FIVERR INWARD,Marketplace Earnings (Upwork/Fiverr)
MARKETPLACE CREDIT,Marketplace Earnings (Upwork/Fiverr)
FREELANCE PLATFORM,Marketplace Earnings (Upwork/Fiverr)
UPWORK NEFT,Marketplace Earnings (Upwork/Fiverr)
FIVERR NEFT,Marketplace Earnings (Upwork/Fiverr)
PLATFORM PAYOUT,Marketplace Earnings (Upwork/Fiverr)
GIG INCOME,Marketplace Earnings (Upwork/Fiverr)
GIG PAYMENT,Marketplace Earnings (Upwork/Fiverr)
ONLINE MARKETPLACE,Marketplace Earnings (Upwork/Fiverr)
FREELANCE MARKETPLACE,Marketplace Earnings (Upwork/Fiverr)
CROWDWORK PAYMENT,Marketplace Earnings (Upwork/Fiverr)
DIGITAL MARKETPLACE,Marketplace Earnings (Upwork/Fiverr)
VIRTUAL WORK INCOME,Marketplace Earnings (Upwork/Fiverr)
ONLINE GIG,Marketplace Earnings (Upwork/Fiverr)
FOREX CREDIT,Forex Gains/Losses
FOREIGN EXCHANGE,Forex Gains/Losses
USD CREDIT,Forex Gains/Losses
WIRE TRANSFER INWARD,Forex Gains/Losses
SWIFT RECEIPT,Forex Gains/Losses
FOREX GAIN,Forex Gains/Losses
FOREIGN INCOME,Forex Gains/Losses
CURRENCY GAIN,Forex Gains/Losses
REMITTANCE INWARD,Forex Gains/Losses
DOLLAR RECEIPT,Forex Gains/Losses
PAYPAL CREDIT,Forex Gains/Losses
WISE CREDIT,Forex Gains/Losses
INTERNATIONAL TRANSFER,Forex Gains/Losses
GBP RECEIPT,Forex Gains/Losses
EUR RECEIPT,Forex Gains/Losses
FOREX INWARD,Forex Gains/Losses
EXCHANGE GAIN,Forex Gains/Losses
FOREIGN WIRE,Forex Gains/Losses
OVERSEAS PAYMENT,Forex Gains/Losses
CURRENCY CONVERSION,Forex Gains/Losses
INWARD REMITTANCE,Forex Gains/Losses
FOREIGN CLIENT PAYMENT,Forex Gains/Losses
DOLLAR WIRE,Forex Gains/Losses
SWIFT INCOMING,Forex Gains/Losses
ADOBE CREATIVE CLOUD,Software & Digital Tools (SaaS)
CANVA PRO,Software & Digital Tools (SaaS)
ZAPIER FEES,Software & Digital Tools (SaaS)
MONDAY FREELANCE,Software & Digital Tools (SaaS)
LOOM SUBSCRIPTION,Software & Digital Tools (SaaS)
GRAMMARLY PRO,Software & Digital Tools (SaaS)
NOTION FREELANCE,Software & Digital Tools (SaaS)
EVERNOTE PREMIUM,Software & Digital Tools (SaaS)
FRESHBOOKS,Software & Digital Tools (SaaS)
WAVE ACCOUNTING,Software & Digital Tools (SaaS)
HARVEST TIME,Software & Digital Tools (SaaS)
TOGGL PREMIUM,Software & Digital Tools (SaaS)
CALENDLY PRO,Software & Digital Tools (SaaS)
TYPEFORM PRO,Software & Digital Tools (SaaS)
AIRTABLE SUB,Software & Digital Tools (SaaS)
CLICKUP PREMIUM,Software & Digital Tools (SaaS)
DIGITAL TOOLS SUB,Software & Digital Tools (SaaS)
PRODUCTIVITY APP,Software & Digital Tools (SaaS)
REMOTE TOOL,Software & Digital Tools (SaaS)
WORKFLOW TOOL,Software & Digital Tools (SaaS)
DESIGN TOOL SUB,Software & Digital Tools (SaaS)
FREELANCE SOFTWARE,Software & Digital Tools (SaaS)
TOOL SUBSCRIPTION,Software & Digital Tools (SaaS)
SAAS FREELANCE,Software & Digital Tools (SaaS)
RAZORPAY FEES,Transaction & Gateway Fees
PAYTM CHARGES,Transaction & Gateway Fees
PAYMENT GATEWAY FEE,Transaction & Gateway Fees
STRIPE FEES,Transaction & Gateway Fees
CASHFREE CHARGES,Transaction & Gateway Fees
PAYUMONEY FEES,Transaction & Gateway Fees
GATEWAY COMMISSION,Transaction & Gateway Fees
MDR CHARGES,Transaction & Gateway Fees
TRANSACTION FEE,Transaction & Gateway Fees
PAYMENT FEES,Transaction & Gateway Fees
PLATFORM COMMISSION,Transaction & Gateway Fees
MARKETPLACE FEE,Transaction & Gateway Fees
UPWORK SERVICE FEE,Transaction & Gateway Fees
FIVERR COMMISSION,Transaction & Gateway Fees
PAYPAL FEES,Transaction & Gateway Fees
WISE FEES,Transaction & Gateway Fees
INTERNATIONAL TRANSFER FEE,Transaction & Gateway Fees
FX CONVERSION FEE,Transaction & Gateway Fees
BANK TRANSFER FEE,Transaction & Gateway Fees
SWIFT CHARGES,Transaction & Gateway Fees
INTERMEDIARY FEE,Transaction & Gateway Fees
ACQUIRING FEE,Transaction & Gateway Fees
INTERCHANGE FEE,Transaction & Gateway Fees
GATEWAY DEDUCTION,Transaction & Gateway Fees
HOME INTERNET,Home Office (Internet/Power)
BROADBAND BILL HOME,Home Office (Internet/Power)
WFH INTERNET,Home Office (Internet/Power)
JIO FIBER HOME,Home Office (Internet/Power)
AIRTEL FIBER HOME,Home Office (Internet/Power)
HOME OFFICE POWER,Home Office (Internet/Power)
WORK INTERNET,Home Office (Internet/Power)
HOME ELECTRICITY WFH,Home Office (Internet/Power)
WORK FROM HOME BILLS,Home Office (Internet/Power)
HOME BROADBAND,Home Office (Internet/Power)
WIFI HOME OFFICE,Home Office (Internet/Power)
HOME OFFICE BILLS,Home Office (Internet/Power)
WFH ELECTRICITY,Home Office (Internet/Power)
AIRTEL HOME,Home Office (Internet/Power)
JIO HOME PLAN,Home Office (Internet/Power)
BSNL HOME BROADBAND,Home Office (Internet/Power)
HOME OFFICE UTILITY,Home Office (Internet/Power)
WORK INTERNET BILL,Home Office (Internet/Power)
REMOTE OFFICE BILLS,Home Office (Internet/Power)
HOME POWER WFH,Home Office (Internet/Power)
HOME OFFICE INTERNET,Home Office (Internet/Power)
WFH BILLS,Home Office (Internet/Power)
REMOTE WORK INTERNET,Home Office (Internet/Power)
FREELANCE HOME BILLS,Home Office (Internet/Power)
OUTSOURCING PAYMENT,Sub-contractor/Outsourcing
CONTRACTOR PAY,Sub-contractor/Outsourcing
FREELANCER PAYMENT,Sub-contractor/Outsourcing
VENDOR OUTSOURCE,Sub-contractor/Outsourcing
SUBCONTRACT FEES,Sub-contractor/Outsourcing
THIRD PARTY WORK,Sub-contractor/Outsourcing
AGENCY PAYMENT,Sub-contractor/Outsourcing
CONTRACT STAFF,Sub-contractor/Outsourcing
DESIGN OUTSOURCE,Sub-contractor/Outsourcing
DEV OUTSOURCE,Sub-contractor/Outsourcing
WRITING OUTSOURCE,Sub-contractor/Outsourcing
CONTENT OUTSOURCE,Sub-contractor/Outsourcing
VIRTUAL ASSISTANT,Sub-contractor/Outsourcing
VA PAYMENT,Sub-contractor/Outsourcing
HIRED HELP,Sub-contractor/Outsourcing
TASK OUTSOURCE,Sub-contractor/Outsourcing
FIVERR OUTSOURCE,Sub-contractor/Outsourcing
UPWORK HIRE,Sub-contractor/Outsourcing
CONTRACTOR NEFT,Sub-contractor/Outsourcing
SUBCONTRACTOR NEFT,Sub-contractor/Outsourcing
PART TIME HIRE,Sub-contractor/Outsourcing
REMOTE CONTRACTOR,Sub-contractor/Outsourcing
TASK FORCE PAYMENT,Sub-contractor/Outsourcing
GIG HIRE,Sub-contractor/Outsourcing
WIP TRANSFER,Unbilled Work-in-Progress
UNBILLED WORK,Unbilled Work-in-Progress
WORK IN PROGRESS,Unbilled Work-in-Progress
ACCRUED REVENUE,Unbilled Work-in-Progress
PARTIAL BILLING,Unbilled Work-in-Progress
UNBILLED HOURS,Unbilled Work-in-Progress
ACCRUED INCOME,Unbilled Work-in-Progress
UNBILLED MILESTONE,Unbilled Work-in-Progress
WORK STARTED UNBILLED,Unbilled Work-in-Progress
PARTIALLY COMPLETE,Unbilled Work-in-Progress
ACCRUED SERVICES,Unbilled Work-in-Progress
WIP ACCRUAL,Unbilled Work-in-Progress
REVENUE WIP,Unbilled Work-in-Progress
INCOMPLETE PROJECT,Unbilled Work-in-Progress
ONGOING WORK WIP,Unbilled Work-in-Progress
EARNED NOT BILLED,Unbilled Work-in-Progress
ACCRUED CONSULTING,Unbilled Work-in-Progress
UNBILLED DELIVERABLE,Unbilled Work-in-Progress
WIP ACCOUNT,Unbilled Work-in-Progress
ONGOING REVENUE,Unbilled Work-in-Progress
CLIENT REIMBURSEMENT,Client Reimbursements
EXPENSE RECOVERY,Client Reimbursements
TRAVEL REIMBURSEMENT CLIENT,Client Reimbursements
COST RECOVERY,Client Reimbursements
REIMBURSEMENT CREDIT,Client Reimbursements
EXPENSE CLAIM CREDIT,Client Reimbursements
RECHARGE EXPENSE,Client Reimbursements
BILLABLE EXPENSE,Client Reimbursements
PASS THROUGH COST,Client Reimbursements
CLIENT EXPENSE REFUND,Client Reimbursements
CLIENT COST RECOVERY,Client Reimbursements
REIMBURSEMENT INWARD,Client Reimbursements
NEFT REIMBURSEMENT,Client Reimbursements
EXPENSE REFUND,Client Reimbursements
REIMBURSABLE COST,Client Reimbursements
EXPENSE BACK CREDIT,Client Reimbursements
VENDOR REIMBURSEMENT,Client Reimbursements
ADVANCE ADJUSTMENT,Client Reimbursements
CLIENT ADVANCE ADJUSTMENT,Client Reimbursements
REIMBURSEMENT PAYMENT,Client Reimbursements
DISBURSEMENT RECOVERY,Client Reimbursements
COST PASS THROUGH,Client Reimbursements
